type,name,cached_count
Freeform,Birthday,13651
Character,Charlie Bradbury,13584
Freeform,Protectiveness,13574
Relationship,!,13559
Freeform,Lemon,13556
Freeform,alternative universe,13542
Character,Maria Hill,13529
Fandom,Avatar: Legend of Korra,13511
Freeform,Psychological Trauma,13498
Fandom,Marvel (Comics),13490
Freeform,Male-Female Friendship,13476
Freeform,Rough Oral Sex,13463
Freeform,Physical Abuse,13445
Freeform,!!!,13423
Freeform,Wordcount: 30.000-50.000,13419
Character,Isabelle Lightwood,13416
Freeform,Mind Control,13403
Relationship,Uchiha Sasuke/Uzumaki Naruto,13393
Freeform,Awkwardness,13377
Character,Lucifer (Supernatural),13298
Freeform,Wordcount: 50.000-100.000,13268
Freeform,Music,13258
Fandom,The Sentinel,13227
Fandom,X-Men - All Media Types,13206
Freeform,Arguing,13203
Character,Frank Iero,13193
Freeform,Kink,13187
Fandom,South Park,13125
Character,Leonard McCoy,13105
Relationship,Arthur/Eames (Inception),13089
Freeform,Denial of Feelings,13086
Freeform,Omegaverse,13070
Character,Hange Zoë,13039
Character,Witcher,13030
Freeform,Male Slash,12981
Freeform,Asexual Character,12979
Character,Jim Moriarty,12960
Fandom,Check Please! (Webcomic),12947
Freeform,Drunk Sex,12923
Character,Leo Fitz,12904
Freeform,Headcanon,12861
Fandom,haikyuu,12852
Freeform,Crossovers & Fandom Fusions,12829
Fandom,Real Person Fiction,12753
Freeform,No Spoilers,12752
Freeform,Past Rape/Non-con,12693
Fandom,Doctor Who & Related Fandoms,12691
Relationship,hannigram,12691
Freeform,Prostitution,12686
Character,Wade Wilson,12685
Freeform,Must Read,12684
Freeform,Worldbuilding,12624
Relationship,Harry Potter/Tom Riddle,12622
Freeform,Hair-pulling,12606
Fandom,Final Fantasy XIV,12603
Freeform,Dreams,12566
Character,Enjolras (Les Misérables),12546
Freeform,Teacher-Student Relationship,12503
Freeform,POV Third Person,12500
Fandom,Leverage,12484
Freeform,Перевод на русский | Translation in Russian,12477
Freeform,Implied/Referenced Alcohol Abuse/Alcoholism,12458
Character,Ianto Jones,12457
Fandom,World Wrestling Entertainment,12451
Freeform,Tony Stark Needs a Hug,12425
Freeform,Fix-It of Sorts,12404
Freeform,Kindle,12397
Freeform,Anxiety Attacks,12397
Character,Katara (Avatar),12393
Freeform,Unhealthy Coping Mechanisms,12391
Freeform,Tattoos,12386
Freeform,rec,12369
Character,Rose Lalonde,12357
Character,Jace Wayland,12339
Character,Fox Mulder,12329
Freeform,Past Character Death,12323
Freeform,Dragons,12290
Freeform,Secret Identity,12275
Freeform,Scars,12266
Freeform,20k,12257
Freeform,Audio Format: Streaming,12235
Fandom,The Heroes of Olympus - Rick Riordan,12228
Freeform,Self-Indulgent,12227
Fandom,Hunter X Hunter,12226
Freeform,Vomiting,12224
Character,"Leonard ""Bones"" McCoy",12203
Character,James Bond,12187
Character,Mickey Milkovich,12165
Freeform,in progress,12162
Freeform,Slavery,12138
Relationship,James Potter/Lily Evans Potter,12119
Freeform,Tentacles,12101
Character,Ian Gallagher,12080
Relationship,Jaime Lannister/Brienne of Tarth,12074
Freeform,Age Regression/De-Aging,12073
Relationship,Clint Barton/Natasha Romanov,12064
Freeform,wolfstar,12062
Freeform,Politics,12054
Fandom,Football RPF,12054
Freeform,Lingerie,12049
Character,Kim Jongdae | Chen,12031
Freeform,4k,12027
Character,Anthony DiNozzo,12003
Freeform,First Love,12000
Fandom,Medium,11997
Freeform,Brothers,11984
Freeform,Fun,11974
Freeform,Non-Graphic Violence,11972
Freeform,Blowjobs,11958
Fandom,Rise of the Guardians (2012),11955
Fandom,Fall Out Boy,11945
Freeform,Alternate Universe - Magic,11941
Freeform,Genderswap,11916
Freeform,long fic,11907
Relationship,Mycroft Holmes/Greg Lestrade,11907
Character,Dana Scully,11902
Freeform,Romantic Comedy,11896
Relationship,Harry Potter/Ginny Weasley,11895
Character,Yang Xiao Long,11890
Freeform,I Will Go Down With This Ship,11887
Fandom,Dragon Age: Origins,11886
Fandom,White Collar,11876
Freeform,Implied/Referenced Homophobia,11875
Character,Aaron Hotchner,11869
Freeform,Pet Names,11865
Freeform,Genderbending,11834
Freeform,Fights,11795
Character,X,11784
Freeform,A/B/O,11757
Freeform,Happy,11755
Freeform,Dysfunctional Family,11748
Freeform,Drunkenness,11701
Freeform,Homophobic Language,11696
Character,Grantaire (Les Misérables),11682
Freeform,Awkward Flirting,11682
Freeform,Cross-Posted on FanFiction.Net,11617
Relationship,Captain Hook | Killian Jones/Emma Swan,11603
Relationship,Frank Iero/Gerard Way,11567
Relationship,Peter Parker/Wade Wilson,11567
Freeform,Alternate Universe - Gender Changes,11551
Character,Sherlock,11543
Freeform,Plot,11536
Freeform,Cuddles,11532
Freeform,Minor Injuries,11527
Character,Edward Elric,11519
Freeform,Breeding,11495
Character,Rumplestiltskin | Mr. Gold,11495
Freeform,Digital Art,11476
Fandom,Angel: the Series,11455
Fandom,The Hobbit - J. R. R. Tolkien,11451
Freeform,Declarations Of Love,11450
Freeform,Mild Gore,11434
Fandom,Final Fantasy VII,11410
Freeform,Phone Sex,11402
Freeform,Sorry Not Sorry,11399
Freeform,so good,11392
Relationship,Enjolras/Grantaire,11367
Freeform,Mild Smut,11354
Character,Dipper Pines,11343
Freeform,Schmoop,11338
Freeform,Wow,11337
Character,Belle (Once Upon a Time),11322
Freeform,Fingerfucking,11306
Freeform,Love/Hate,11292
Freeform,lol,11283
Character,Fin,11274
Freeform,Mental Instability,11269
Freeform,Loneliness,11265
Character,Crowley (Supernatural),11259
Relationship,Olicity,11253
Character,May Parker (Spider-Man),11237
Freeform,Lesbian Sex,11220
Fandom,Rooster Teeth/Achievement Hunter RPF,11196
Freeform,Slow Romance,11186
Fandom,James Bond (Craig movies),11163
Fandom,Star Wars Original Trilogy,11109
Relationship,Jack Harkness/Ianto Jones,11106
Character,Monkey D. Luffy,11104
Freeform,read again,11101
Freeform,Witches,11097
Character,Jethro Gibbs,11094
Freeform,Social Media,11091
Relationship,Other Relationship Tags to Be Added,11085
Freeform,Childhood Trauma,11083
Character,Sara Lance,11078
Freeform,Implied/Referenced Abuse,11069
Freeform,Families of Choice,11054
Character,Sokka (Avatar),11028
Fandom,The Legend of Zelda & Related Fandoms,10981
Relationship,Dean Winchester & Sam Winchester,10970
Freeform,Podfic & Podficced Works,10944
Freeform,Interesting,10934
Relationship,Jon Snow/Sansa Stark,10912
Freeform,Parenthood,10912
Fandom,The Transformers (IDW Generation One),10907
Character,Pete Wentz,10903
Fandom,Dragon Age,10899
Fandom,Kuroshitsuji | Black Butler,10897
Freeform,Developing Friendships,10894
Character,Melinda May,10892
Character,Snow White | Mary Margaret Blanchard,10887
Fandom,Fullmetal Alchemist: Brotherhood & Manga,10884
Freeform,Grinding,10880
Freeform,Teen Romance,10858
Character,Jarvis (Iron Man movies),10851
Character,Daenerys Targaryen,10849
Freeform,Soul Bond,10841
Character,Other(s),10838
Relationship,Zayn Malik/Liam Payne,10829
Relationship,"James ""Bucky"" Barnes & Steve Rogers",10818
Character,Roy Mustang,10804
Freeform,Like,10799
Character,Molly Weasley,10794
Freeform,Hogwarts,10793
Freeform,Food,10779
Character,Link (Legend of Zelda),10766
Character,Leonard Snart,10747
Fandom,Super Dangan Ronpa 2,10747
Freeform,Anal,10715
Freeform,Children,10712
Character,Eleventh Doctor,10699
Character,Brienne of Tarth,10680
Character,Blake Belladonna,10664
Freeform,Meta,10661
Freeform,Alternate Universe - Fusion,10619
Character,Henry Mills (Once Upon a Time),10611
Fandom,Dragon Ball,10609
Character,Kíli,10607
Relationship,James Bond/Q,10601
Freeform,Science Fiction,10576
Fandom,The Vampire Diaries (TV),10575
Freeform,Love at First Sight,10575
Freeform,Alternate Universe - Different First Meeting,10575
Relationship,Castiel & Dean Winchester,10574
Fandom,Person of Interest (TV),10571
Freeform,Teenagers,10556
Character,Ahsoka Tano,10554
Fandom,Young Justice (Cartoon),10547
Character,Derek Morgan,10538
Relationship,Tony Stark/Stephen Strange,10535
Freeform,Tags May Change,10522
Fandom,InuYasha - A Feudal Fairy Tale,10514
Freeform,Brotherly Love,10495
Character,Pietro Maximoff,10487
Freeform,Pick me up,10478
Freeform,Deepthroating,10473
Relationship,No Romantic Relationship(s),10473
Character,Weiss Schnee,10463
Relationship,Clark Kent/Bruce Wayne,10454
Fandom,?,10452
Freeform,Eating Disorders,10452
Character,Minor Characters,10442
Character,Clary Fray,10440
Freeform,Modern Era,10427
Character,Nishinoya Yuu,10395
Freeform,Fanvids,10378
Character,Nanase Haruka,10361
Character,Rick Grimes,10336
Freeform,Originally Posted on Tumblr,10333
Relationship,Fox Mulder/Dana Scully,10296
Freeform,Love Triangles,10287
Fandom,Formula 1 RPF,10285
Fandom,Red vs. Blue,10283
Freeform,Hallucinations,10267
Fandom,Star Trek: Voyager,10261
Character,Uchiha Itachi,10259
Freeform,Het,10254
Freeform,Self-Insert,10247
Freeform,Family Bonding,10239
Freeform,Non-Consensual Drug Use,10234
Freeform,Blindfolds,10233
Freeform,Collars,10228
Freeform,Road Trips,10185
Freeform,Nonbinary Character,10170
Freeform,Punishment,10152
Freeform,Vignette,10151
Freeform,Forbidden Love,10151
Freeform,The Author Regrets Nothing,10151
Character,Fíli,10123
Freeform,Waiting For Update,10108
Freeform,Drabbles,10107
Character,Roronoa Zoro,10091
Freeform,Story,10091
Relationship,steter,10091
Freeform,Dimension Travel,10069
Freeform,Winter,10065
Character,Cisco Ramon,10057
Freeform,blowjob,10051
Character,Gwen (Merlin),10036
Freeform,Everyone Is Gay,10030
Freeform,Mental Breakdown,10009
Freeform,Babies,9998
Character,John Laurens,9997
Freeform,Gallavich,9997
Freeform,No Plot/Plotless,9995
Character,Kim Minseok | Xiumin,9984
Freeform,Post-Hogwarts,9983
Freeform,Hilarious,9972
Fandom,Compilation of Final Fantasy VII,9964
Character,Gavin Free,9952
Character,Morgana (Merlin),9951
Freeform,Post-Break Up,9950
Freeform,Rating May Change,9938
Fandom,Sherlock - Fandom,9922
Character,Wally West,9917
Fandom,No Fandom,9912
Freeform,Finished Reading,9912
Fandom,Hunger Games Trilogy - Suzanne Collins,9911
Character,Female Shepard (Mass Effect),9910
Freeform,Femdom,9903
Freeform,Fear,9892
Character,Jo Harvelle,9881
Relationship,Original Female Character/Original Male Character,9877
Freeform,Vibrators,9864
Fandom,Twilight Series - Stephenie Meyer,9855
Freeform,Psychological Torture,9830
Character,Kujo Jotaro,9829
Character,Matsuoka Rin,9829
Character,Nyota Uhura,9802
Freeform,good shit,9798
Character,Klaus Hargreeves,9793
Freeform,To Download,9792
Fandom,5 Seconds of Summer (Band),9780
Character,Background & Cameo Characters,9776
Freeform,Marking,9775
Freeform,Family Issues,9765
Character,OFC,9762
Freeform,Unreliable Narrator,9755
Character,Robb Stark,9733
Freeform,Dating,9722
Freeform,Touch-Starved,9719
Freeform,Not Actually Unrequited Love,9718
Fandom,Actor RPF,9704
Relationship,Byun Baekhyun/Park Chanyeol,9703
Character,Cloud Strife,9699
Fandom,全职高手 - 蝴蝶蓝 | Quánzhí Gāoshǒu - Húdié Lán,9697
Character,Melissa McCall,9688
Fandom,X-Men (Movieverse),9683
Fandom,Law & Order: SVU,9673
Freeform,Accidental Voyeurism,9673
Freeform,Time Travel Fix-It,9665
Fandom,The West Wing,9661
Character,Jughead Jones,9651
Fandom,Danny Phantom,9648
Freeform,TR,9645
Freeform,Some Humor,9644
Freeform,Period-Typical Homophobia,9639
Freeform,Anger,9634
Freeform,Cooking,9629
Freeform,Breathplay,9627
Freeform,Silly,9618
Freeform,Sexual Fantasy,9616
Character,Pidge (Voltron),9604
Freeform,Language,9602
Fandom,ダイヤのA | Daiya no A | Ace of Diamond,9599
Freeform,Post-Series,9595
Freeform,Siblings,9585
Freeform,Alternate Universe - Hogwarts,9578
Freeform,Suspense,9571
Freeform,I Tried,9569
Freeform,Near Death Experiences,9558
Fandom,Transformers Generation One,9550
Character,Logan (X-Men),9550
Freeform,Fluff without Plot,9547
Character,Simon Lewis,9539
Freeform,Crossover Pairings,9534
Character,Roy Harper,9533
Freeform,POV Female Character,9528
Character,Mary Winchester,9527
Freeform,Fighting,9527
Freeform,First Time Blow Jobs,9511
Relationship,Original Male Character/Original Male Character,9505
Character,Tachibana Makoto,9500
Freeform,Cats,9491
Freeform,to be read,9491
Freeform,Angst and Tragedy,9486
Freeform,Gift Fic,9484
Character,Dirk Strider,9471
Freeform,Why Did I Write This?,9461
Freeform,Long-Distance Relationship,9459
Character,Rachel Berry,9450
Character,Chris Argent,9446
Freeform,Cannibalism,9439
Relationship,Sherlock Holmes/Molly Hooper,9423
Freeform,Parody,9415
Freeform,Sequel,9397
Character,Cassandra Pentaghast,9397
Freeform,Growing Up,9391
Freeform,Therapy,9384
Character,Michael Jones,9380
Freeform,Background Relationships,9376
Freeform,Wordcount: Under 10.000,9373
Character,Steven Universe,9369
Freeform,My First Fanfic,9364
Character,Bill Denbrough,9363
Freeform,i guess,9355
Fandom,Harry Potter - Fandom,9332
Fandom,Devil May Cry,9331
Relationship,"James ""Bucky"" Barnes/Reader",9326
Freeform,Inspired by Music,9325
Character,Kuroko Tetsuya,9305
Character,Jane Foster (Marvel),9297
Freeform,D/s,9293
Freeform,Coming of Age,9262
Freeform,Stalking,9262
Freeform,High School AU,9254
Fandom,Twenty One Pilots,9251
Freeform,My First Work in This Fandom,9238
Character,Padmé Amidala,9237
Character,Vision (Marvel),9225
Fandom,Pocket Monsters | Pokemon (Main Video Game Series),9221
Freeform,Watersports,9215
Freeform,Bathing/Washing,9203
Character,Betty Cooper,9201
Freeform,POV Multiple,9188
Character,Michael (Supernatural),9187
Freeform,Pre-Series,9183
Freeform,Loss,9178
Character,Mikey Way,9174
Fandom,SPN,9170
Freeform,Getting Back Together,9161
Character,Scorpius Malfoy,9153
Character,Happy Hogan,9147
Character,Mary Morstan,9144
Character,Patrick Stump,9141
Freeform,Podfic Length: 0-10 Minutes,9135
Fandom,名探偵コナン | Detective Conan | Case Closed,9126
Freeform,Car Sex,9115
Character,Mabel Pines,9114
Freeform,Rough Kissing,9094
Freeform,Injury Recovery,9092
Freeform,Royalty,9090
Freeform,Peter Parker Needs a Hug,9080
Character,Aang (Avatar),9079
Freeform,Fallout,9073
Freeform,ereri,9068
Character,Im Jaebum | JB,9068
Freeform,Platonic Cuddling,9056
Fandom,Firefly,9053
Freeform,Epic,9035
Freeform,so cute,9035
Fandom,Welcome to Night Vale,9021
Character,Marco Bott,9015
Character,Iris West,9013
Freeform,Relationship(s),9012
Character,Cora Hale,9012
Relationship,Jim Ellison/Blair Sandburg,9006
Freeform,Handcuffs,9003
Fandom,Hunger Games Series - All Media Types,8999
Freeform,Dry Humping,8997
Freeform,Come Eating,8992
Freeform,Sick Character,8979
Character,Emily Prentiss,8967
Character,Fenris (Dragon Age),8961
Fandom,Marvel 616,8946
Freeform,Post-Captain America: The Winter Soldier,8942
Freeform,Human AU,8938
Freeform,Unrequited Crush,8937
Freeform,Orgasm Denial,8930
Freeform,Father-Daughter Relationship,8930
Freeform,Married Life,8927
Character,Spike (BtVS),8917
Character,Gwaine (Merlin),8917
Freeform,Flowers,8907
Freeform,R,8902
Character,Zhang Yi Xing | Lay,8898
Character,Jason Grace,8897
Character,Neal Caffrey,8890
Freeform,Dreams and Nightmares,8885
Character,Adora (She-Ra),8884
Freeform,Gun Violence,8876
Freeform,Letters,8875
Freeform,Snow,8874
Freeform,Domestic Violence,8867
Freeform,OT7,8858
Fandom,Queer as Folk (US),8844
Character,Lex Luthor,8838
Freeform,Alternate Universe - Time Travel,8829
Freeform,Anal Play,8827
Freeform,Pegging,8825
Freeform,Unresolved Romantic Tension,8820
Character,Beverly Marsh,8815
Relationship,Peter Parker/Tony Stark,8798
Freeform,Alternate Universe - Werewolf,8793
Freeform,Trans Female Character,8792
Freeform,Wordcount: Over 100.000,8780
Character,Aomine Daiki,8780
Freeform,Abusive Relationships,8774
Freeform,Roleplay,8765
Freeform,Fluffy Ending,8764
Freeform,Attempted Rape/Non-Con,8755
Relationship,Sawamura Daichi/Sugawara Koushi,8743
Freeform,subscribed,8742
Character,Brendon Urie,8732
Freeform,Grief,8728
Character,Stanley Uris,8727
Freeform,Trust Issues,8718
Fandom,Marvel (Movies),8714
Character,Barbara Gordon,8709
Freeform,Aftermath of Torture,8709
Freeform,nice,8687
Fandom,Star Trek: Deep Space Nine,8675
Character,Kira Yukimura,8671
Freeform,Late Night Conversations,8657
Freeform,Strap-Ons,8655
Character,Catra (She-Ra),8653
Freeform,Insomnia,8652
Character,The Doctor (Doctor Who),8633
Character,Optimus Prime,8629
Freeform,Song Lyrics,8625
Freeform,Hogwarts Eighth Year,8625
Freeform,slight angst,8615
Character,Jade Harley,8609
Freeform,RPF,8598
Freeform,Butt Plugs,8598
Freeform,Secret Crush,8596
Freeform,s,8594
Freeform,Extremely Dubious Consent,8589
Freeform,Regret,8574
Relationship,Tenth Doctor/Rose Tyler,8565
Freeform,Kinky,8562
Fandom,Raven Cycle - Maggie Stiefvater,8542
Fandom,Elder Scrolls V: Skyrim,8533
Freeform,Guns,8526
Relationship,kagehina,8526
Character,Giorno Giovanna,8509
Character,Azumane Asahi,8508
Freeform,Comfort/Angst,8500
Freeform,Power Dynamics,8495
Character,Anders (Dragon Age),8493
Freeform,Coming Untouched,8485
Freeform,ziam,8482
Freeform,Massage,8474
Freeform,Hate Sex,8466
Fandom,Deadpool - All Media Types,8466
Character,Kurosaki Ichigo,8463
Freeform,Switching,8463
Fandom,Gundam Wing,8457
Freeform,Sibling Bonding,8456
Character,Arthur (Inception),8454
Character,Will Solace,8426
Character,Benny Lafitte,8423
Character,Laura Hale,8408
Character,Kanaya Maryam,8396
Freeform,Alternate Universe - Supernatural Elements,8394
Character,Tyler Joseph,8394
Relationship,Spideypool,8379
Character,Ryan Haywood,8373
Character,Leliana (Dragon Age),8370
Character,Tanaka Ryuunosuke,8362
Character,Danny Mahealani,8349
Character,America (Hetalia),8348
Freeform,Stockholm Syndrome,8325
Character,Bellatrix Black Lestrange,8307
Freeform,Non-Linear Narrative,8290
Freeform,SO MUCH FLUFF,8285
Freeform,Kisses,8282
Freeform,Eventual Fluff,8281
Character,Xander Harris,8273
Freeform,Alternate Canon,8257
Character,Umino Iruka,8256
Freeform,Redemption,8254
Freeform,Sexual Humor,8254
Freeform,Pre-Serum Steve Rogers,8252
Freeform,Implied/Referenced Cheating,8249
Character,A,8236
Freeform,Time Skips,8233
Character,"Jennifer ""JJ"" Jareau",8231
Freeform,Emotional Baggage,8229
Freeform,Historical,8221
Fandom,Fire Emblem: Kakusei | Fire Emblem: Awakening,8215
Freeform,What-If,8204
Character,Josh Dun,8200
Fandom,Pacific Rim (2013),8199
Freeform,Magical Realism,8197
Freeform,Wall Sex,8192
Relationship,Loki/Thor (Marvel),8192
Freeform,Come Swallowing,8187
Character,Tyrion Lannister,8186
Freeform,Bittersweet Ending,8163
Freeform,Bisexuality,8153
Freeform,currently reading,8137
Freeform,Dialogue Heavy,8128
Freeform,Warm and Fuzzy Feelings,8117
